"","country","region","year","co2","population","gdp","tpes"
"5959","Belarus","Non-OECD Europe and Eurasia",2011,56.925967,9.473,154.102,1228.6011
"5960","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",2011,23.40357,3.832,34.605,299.17
"5961","Bulgaria","Non-OECD Europe and Eurasia",2011,49.209354,7.348,113.694,805.185
"5962","Croatia","Non-OECD Europe and Eurasia",2011,17.946132,4.281,83.622,383.6113
"5963","Cyprus","Non-OECD Europe and Eurasia",2011,6.998443,0.84,28.257,99.146
"5964","FYR of Macedonia","Non-OECD Europe and Eurasia",2011,9.158988,2.066,24.65,131.3581
"5965","Georgia","Non-OECD Europe and Eurasia",2011,5.952713,3.875,27.773,148.3956
"5966","Gibraltar","Non-OECD Europe and Eurasia",2011,0.458414,0.031,0.92,7.0308
"5967","Kazakhstan","Non-OECD Europe and Eurasia",2011,234.81244,16.557,359.722,3237.8922
"5968","Kosovo","Non-OECD Europe and Eurasia",2011,8.618245,1.791,14.428,105.8401
"5969","Kyrgyzstan","Non-OECD Europe and Eurasia",2011,7.212454,5.515,15.78,138.597
"5970","Lithuania","Non-OECD Europe and Eurasia",2011,11.521681,3.028,65.972,305.857
"5971","Malta","Non-OECD Europe and Eurasia",2011,2.566419,0.416,11.265,34.8204
"5972","Republic of Moldova","Non-OECD Europe and Eurasia",2011,7.803287,3.56,14.63,144.5298
"5973","Montenegro","Non-OECD Europe and Eurasia",2011,2.538939,0.62,8.594,47.0901
"5974","Romania","Non-OECD Europe and Eurasia",2011,80.901124,20.148,339.236,1499.0543
"5975","Russian Federation","Non-OECD Europe and Eurasia",2011,1604.40287,142.961,3052.981,30223.279
"5976","Serbia","Non-OECD Europe and Eurasia",2011,50.045535,7.234,87.344,677.6761
"5977","Tajikistan","Non-OECD Europe and Eurasia",2011,2.417769,7.754,16.937,91.364
"5978","Turkmenistan","Non-OECD Europe and Eurasia",2011,61.777684,5.107,56.841,1033.2943
"5979","Ukraine","Non-OECD Europe and Eurasia",2011,279.416134,45.706,371.811,5298.3648
"5980","Uzbekistan","Non-OECD Europe and Eurasia",2011,105.750813,29.339,126.841,1982.3753
"5981","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",2011,NA,NA,NA,NA
"5982","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",2011,NA,NA,NA,NA
"5983","Algeria","Africa",2011,102.757511,36.717,468.572,1750.8197
"5984","Angola","Africa",2011,16.07689,21.942,140.266,529.1225
"5985","Benin","Africa",2011,4.436875,9.779,16.879,155.9914
"5986","Botswana","Africa",2011,3.883249,2.09,27.915,86.6363
"5987","Cameroon","Africa",2011,4.872234,21.119,54.099,290.2133
"5988","Congo","Africa",2011,2.092871,4.177,23.053,93.4805
"5989","Côte d'Ivoire","Africa",2011,6.030409,20.604,51.415,487.8151
"5990","Dem. Rep. of Congo","Africa",2011,2.343962,68.087,41.17,882.5375
"5991","Egypt","Africa",2011,182.637981,83.788,826.773,3199.5061
"5992","Eritrea","Africa",2011,0.514056,4.79,6.622,31.8031
"5993","Ethiopia","Africa",2011,6.884485,89.859,102.587,1837.6276
"5994","Gabon","Africa",2011,2.971103,1.577,26.427,171.015
"5995","Ghana","Africa",2011,10.815382,24.929,83.796,318.2429
"5996","Kenya","Africa",2011,11.317561,41.42,106.436,837.1301
"5997","Libya","Africa",2011,34.372894,6.289,67.92,573.0454
"5998","Mauritius","Africa",2011,3.638493,1.252,19.889,55.2415
"5999","Morocco","Africa",2011,50.738274,32.532,218.523,773.8844
"6000","Mozambique","Africa",2011,2.823422,25.017,23.33,433.7797
"6001","Namibia","Africa",2011,3.12516,2.24,18.932,66.5017
"6002","Niger","Africa",2011,1.376868,16.946,13.402,81.5843
"6003","Nigeria","Africa",2011,60.730409,163.771,839.29,5312.935
"6004","Senegal","Africa",2011,5.785983,13.357,28.255,169.8561
"6005","South Africa","Africa",2011,392.979854,51.729,621.252,5959.2095
"6006","South Sudan","Africa",2011,NA,NA,NA,NA
"6007","Sudan","Africa",2011,14.022921,47.428,143.722,697.4097
"6008","United Rep. of Tanzania","Africa",2011,7.835657,47.123,98.941,914.5132
"6009","Togo","Africa",2011,1.886699,6.566,8.074,131.1803
"6010","Tunisia","Africa",2011,22.23847,10.759,107.22,410.8699
"6011","Zambia","Africa",2011,1.982491,14.344,46.952,371.494
"6012","Zimbabwe","Africa",2011,11.067316,14.256,21.281,428.316
"6013","Other Africa","Africa",2011,28.600191,185.456,317.1,2717.7987
"6014","Bangladesh","Asia",2011,53.280873,153.406,387.68,1325.315
"6015","Brunei Darussalam","Asia",2011,7.011429,0.399,28.761,162.1499
"6016","Cambodia","Asia",2011,4.843585,14.593,37.87,232.0266
"6017","DPR of Korea","Asia",2011,34.654505,24.631,95.547,465.2355
"6018","India","Asia",2011,1673.843746,1247.446,5664.886,30255.3495
"6019","Indonesia","Asia",2011,384.645948,244.808,2127.592,8485.3307
"6020","Malaysia","Asia",2011,191.456991,28.573,612.148,3203.6025
"6021","Mongolia","Asia",2011,15.585846,2.759,24.03,180.5977
"6022","Myanmar","Asia",2011,8.101037,52.125,227.694,575.1648
"6023","Nepal","Asia",2011,4.403766,27.179,54.381,442.4799
"6024","Pakistan","Asia",2011,131.038061,173.67,735.508,3563.9471
"6025","Philippines","Asia",2011,77.735473,94.501,532.771,1702.6342
"6026","Singapore","Asia",2011,46.735801,5.184,380.456,1100.1656
"6027","Sri Lanka","Asia",2011,14.668357,20.271,182.985,437.8501
"6028","Chinese Taipei","Asia",2011,254.697296,23.259,903.069,4579.8433
"6029","Thailand","Asia",2011,221.775987,66.903,895.032,4927.8965
"6030","Viet Nam","Asia",2011,125.594896,87.86,405.958,2472.6708
"6031","Other Asia","Asia",2011,27.459946,47.5,185.872,587.5298
"6032","People's Rep. of China","China",2011,8465.642031,1344.13,13537.312,113943.4071
"6033","Hong Kong, China","China",2011,45.643647,7.072,347.023,617.9686
"6034","Argentina","Non-OECD Americas",2011,181.184169,41.656,695.911,3372.2386
"6035","Bolivia","Non-OECD Americas",2011,14.942215,10.078,55.281,280.0629
"6036","Brazil","Non-OECD Americas",2011,389.594773,200.518,2914.761,11306.0146
"6037","Colombia","Non-OECD Americas",2011,65.394795,46.406,522.721,1308.4459
"6038","Costa Rica","Non-OECD Americas",2011,6.764511,4.6,58.803,194.8953
"6039","Cuba","Non-OECD Americas",2011,29.76977,11.324,209.96,485.8971
"6040","Curaçao","Non-OECD Americas",2011,5.498263,0.229,2.432,101.4444
"6041","Dominican Republic","Non-OECD Americas",2011,19.560793,10.027,112.063,318.5483
"6042","Ecuador","Non-OECD Americas",2011,32.838527,15.177,147.616,521.8077
"6043","El Salvador","Non-OECD Americas",2011,6.011364,6.055,45.068,185.1903
"6044","Guatemala","Non-OECD Americas",2011,10.475086,15.049,100.248,456.3604
"6045","Haiti","Non-OECD Americas",2011,2.139691,10.145,15.529,164.5369
"6046","Honduras","Non-OECD Americas",2011,8.376155,7.621,33.108,211.8618
"6047","Jamaica","Non-OECD Americas",2011,7.307745,2.752,22.436,119.4232
"6048","Nicaragua","Non-OECD Americas",2011,4.467004,5.808,24.033,128.0502
"6049","Panama","Non-OECD Americas",2011,9.495395,3.682,61.539,163.946
"6050","Paraguay","Non-OECD Americas",2011,4.86916,6.294,46.277,204.1406
"6051","Peru","Non-OECD Americas",2011,44.224151,29.76,302.28,874.5757
"6052","Suriname","Non-OECD Americas",2011,1.787066,0.523,7.754,29.2533
"6053","Trinidad and Tobago","Non-OECD Americas",2011,22.239818,1.335,38.809,826.6139
"6054","Uruguay","Non-OECD Americas",2011,7.221303,3.386,59.393,184.9861
"6055","Venezuela","Non-OECD Americas",2011,151.298872,29.428,490.205,2813.3104
"6056","Other Non-OECD Americas","Non-OECD Americas",2011,16.962583,3.286,40.34,261.5695
"6057","Bahrain","Middle East",2011,25.566608,1.306,50.712,524.4571
"6058","Islamic Rep. of Iran","Middle East",2011,507.637253,75.184,1322.203,8721.8302
"6059","Iraq","Middle East",2011,110.844454,31.868,412.24,1718.303
"6060","Jordan","Middle East",2011,19.808314,6.76,68.385,295.8446
"6061","Kuwait","Middle East",2011,78.255364,3.239,242.177,1298.5356
"6062","Lebanon","Middle East",2011,18.501089,4.592,70.542,265.7431
"6063","Oman","Middle East",2011,48.751886,3.21,133.578,921.6771
"6064","Qatar","Middle East",2011,62.708052,1.905,250.383,1310.159
"6065","Saudi Arabia","Middle East",2011,434.564722,28.788,1339.057,7398.5234
"6066","Syrian Arab Republic","Middle East",2011,51.609988,20.501,110.249,824.6532
"6067","United Arab Emirates","Middle East",2011,158.026436,8.735,492.892,2527.6047
"6068","Yemen","Middle East",2011,19.222549,24.235,88.267,277.0439
"6069","Canada","OECD Americas",2012,539.147459,34.751,1428.397,11213.0024
"6070","Chile","OECD Americas",2012,77.217057,17.45,346.585,1557.4481
"6071","Mexico","OECD Americas",2012,459.335209,117.054,1870.646,8026.4205
"6072","United States","OECD Americas",2012,5031.251301,314.49,15542.161,90289.2319
"6073","Australia","OECD Asia Oceania",2012,386.542881,22.975,997.709,5307.4309
"6074","Israel","OECD Asia Oceania",2012,73.741809,7.907,236.629,982.1001
"6075","Japan","OECD Asia Oceania",2012,1208.811949,127.552,4378.978,18898.4264
"6076","Korea","OECD Asia Oceania",2012,575.271159,50.004,1596.497,11031.1682
"6077","New Zealand","OECD Asia Oceania",2012,31.214119,4.418,143.177,803.3868
"6078","Austria","OECD Europe",2012,63.904953,8.426,363.012,1369.7942
"6079","Belgium","OECD Europe",2012,92.271933,11.054,445.699,2253.3734
"6080","Czech Republic","OECD Europe",2012,105.782694,10.509,293.159,1811.4214
"6081","Denmark","OECD Europe",2012,36.832693,5.591,242.753,723.7648
"6082","Estonia","OECD Europe",2012,16.436832,1.325,32.313,231.1719
"6083","Finland","OECD Europe",2012,48.907291,5.414,210.47,1421.7654
"6084","France","OECD Europe",2012,313.457347,65.615,2395.825,10566.3381
"6085","Germany","OECD Europe",2012,744.777345,80.426,3344.714,13013.2023
"6086","Greece","OECD Europe",2012,77.03925,11.045,264.202,1111.4125
"6087","Hungary","OECD Europe",2012,42.748937,9.92,214.9,1034.1425
"6088","Iceland","OECD Europe",2012,1.859398,0.321,12.611,236.732
"6089","Ireland","OECD Europe",2012,35.725885,4.59,194.844,549.424
"6090","Italy","OECD Europe",2012,366.580321,60.339,2032.237,6754.2343
"6091","Latvia","OECD Europe",2012,6.993375,2.034,40.829,184.8821
"6092","Luxembourg","OECD Europe",2012,10.316374,0.532,44.433,171.6446
"6093","Netherlands","OECD Europe",2012,156.044245,16.752,745.169,3258.133
"6094","Norway","OECD Europe",2012,35.550756,5.019,294.173,1240.9843
"6095","Poland","OECD Europe",2012,296.651714,38.534,856.069,4089.5911
"6096","Portugal","OECD Europe",2012,45.660027,10.515,272.565,897.6454
"6097","Slovak Republic","OECD Europe",2012,31.241703,5.406,140.941,697.4901
"6098","Slovenia","OECD Europe",2012,14.865545,2.057,55.765,294.5637
"6099","Spain","OECD Europe",2012,260.437367,46.766,1431.615,5254.824
"6100","Sweden","OECD Europe",2012,39.230722,9.519,400.029,2099.6724
"6101","Switzerland","OECD Europe",2012,40.653712,7.997,426.112,1072.4352
"6102","Turkey","OECD Europe",2012,302.845296,74.899,1470.347,4946.413
"6103","United Kingdom","OECD Europe",2012,462.387272,63.705,2307.069,8120.8338
"6104","Albania","Non-OECD Europe and Eurasia",2012,3.483727,2.9,28.188,83.534
"6105","Armenia","Non-OECD Europe and Eurasia",2012,5.437058,2.978,21.209,124.3728
"6106","Azerbaijan","Non-OECD Europe and Eurasia",2012,28.887194,9.296,144.706,573.2456
"6107","Belarus","Non-OECD Europe and Eurasia",2012,57.779262,9.464,156.77,1276.9261
"6108","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",2012,21.647296,3.828,34.282,279.8468
"6109","Bulgaria","Non-OECD Europe and Eurasia",2012,44.45355,7.306,113.729,768.7916
"6110","Croatia","Non-OECD Europe and Eurasia",2012,16.414535,4.268,81.793,361.0572
"6111","Cyprus","Non-OECD Europe and Eurasia",2012,6.513731,0.862,27.364,93.2294
"6112","FYR of Macedonia","Non-OECD Europe and Eurasia",2012,8.802317,2.069,24.537,125.1651
"6113","Georgia","Non-OECD Europe and Eurasia",2012,6.609192,3.825,29.536,155.1432
"6114","Gibraltar","Non-OECD Europe and Eurasia",2012,0.467818,0.032,0.928,7.196
"6115","Kazakhstan","Non-OECD Europe and Eurasia",2012,233.832976,16.791,376.989,3092.6831
"6116","Kosovo","Non-OECD Europe and Eurasia",2012,8.129385,1.805,14.834,99.1448
"6117","Kyrgyzstan","Non-OECD Europe and Eurasia",2012,9.565578,5.607,15.766,173.0729
"6118","Lithuania","Non-OECD Europe and Eurasia",2012,11.527608,2.988,68.502,308.8522
"6119","Malta","Non-OECD Europe and Eurasia",2012,2.708814,0.419,11.586,36.8811
"6120","Republic of Moldova","Non-OECD Europe and Eurasia",2012,7.630425,3.56,14.527,142.9999
"6121","Montenegro","Non-OECD Europe and Eurasia",2012,2.334495,0.621,8.36,44.3132
"6122","Romania","Non-OECD Europe and Eurasia",2012,78.612332,20.058,341.41,1462.6809
"6123","Russian Federation","Non-OECD Europe and Eurasia",2012,1550.819035,143.202,3160.384,30979.1705
"6124","Serbia","Non-OECD Europe and Eurasia",2012,44.632072,7.199,86.457,608.9692
"6125","Tajikistan","Non-OECD Europe and Eurasia",2012,3.077169,7.931,18.208,100.0626
"6126","Turkmenistan","Non-OECD Europe and Eurasia",2012,64.075275,5.173,63.15,1069.2083
"6127","Ukraine","Non-OECD Europe and Eurasia",2012,273.795079,45.593,372.698,5129.3268
"6128","Uzbekistan","Non-OECD Europe and Eurasia",2012,107.598872,29.775,137.241,2026.9548
"6129","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",2012,NA,NA,NA,NA
"6130","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",2012,NA,NA,NA,NA
"6131","Algeria","Africa",2012,112.151228,37.439,484.386,1924.4736
"6132","Angola","Africa",2012,15.97028,22.686,147.497,580.6551
"6133","Benin","Africa",2012,4.213142,10.05,17.691,157.3594
"6134","Botswana","Africa",2012,4.985089,2.133,29.159,98.2553
"6135","Cameroon","Africa",2012,4.960484,21.659,56.581,294.527
"6136","Congo","Africa",2012,2.227964,4.286,23.929,107.1365
"6137","Côte d'Ivoire","Africa",2012,7.882331,21.103,56.92,528.9003
"6138","Dem. Rep. of Congo","Africa",2012,2.270489,70.291,44.117,1094.9796
"6139","Egypt","Africa",2012,189.048448,85.661,844.911,3294.7672
"6140","Eritrea","Africa",2012,0.545638,4.892,7.087,32.755
"6141","Ethiopia","Africa",2012,7.284844,92.191,111.458,1897.7555
"6142","Gabon","Africa",2012,3.119352,1.613,27.815,151.1133
"6143","Ghana","Africa",2012,12.773029,25.545,91.583,354.5543
"6144","Kenya","Africa",2012,10.351529,42.543,111.284,845.5275
"6145","Libya","Africa",2012,44.231869,6.283,138.888,722.1473
"6146","Mauritius","Africa",2012,3.734097,1.256,20.584,56.1452
"6147","Morocco","Africa",2012,52.224204,32.984,225.1,784.7372
"6148","Mozambique","Africa",2012,2.621574,25.733,25.009,441.8925
"6149","Namibia","Africa",2012,3.238105,2.292,19.89,68.9131
"6150","Niger","Africa",2012,1.8632,17.636,14.986,96.352
"6151","Nigeria","Africa",2012,63.28329,168.24,875.206,5589.9465
"6152","Senegal","Africa",2012,5.667928,13.78,29.501,168.5163
"6153","South Africa","Africa",2012,411.912425,52.507,635.002,5809.5476
"6154","South Sudan","Africa",2012,1.437126,10.981,19.22,26.9602
"6155","Sudan","Africa",2012,13.651626,37.712,144.471,599.5662
"6156","United Rep. of Tanzania","Africa",2012,9.930724,48.646,104.028,970.5598
"6157","Togo","Africa",2012,1.624234,6.746,8.464,130.7537
"6158","Tunisia","Africa",2012,23.467736,10.881,111.507,428.9013
"6159","Zambia","Africa",2012,2.717271,14.787,50.519,390.7967
"6160","Zimbabwe","Africa",2012,11.441435,14.565,23.529,442.7688
"6161","Other Africa","Africa",2012,29.748018,190.827,333.068,2773.1973
"6162","Bangladesh","Asia",2012,57.301395,155.257,412.963,1390.7349
"6163","Brunei Darussalam","Asia",2012,6.967713,0.406,29.023,160.3564
"6164","Cambodia","Asia",2012,5.052436,14.832,40.62,242.4232
"6165","DPR of Korea","Asia",2012,36.048157,24.763,97.883,481.0433
"6166","India","Asia",2012,1790.756864,1263.59,5975.549,31751.523
"6167","Indonesia","Asia",2012,392.942024,248.038,2255.887,8820.1257
"6168","Malaysia","Asia",2012,192.951455,29.022,645.659,3259.8445
"6169","Mongolia","Asia",2012,16.976716,2.808,26.991,187.4265
"6170","Myanmar","Asia",2012,11.443784,52.544,244.39,627.415
"6171","Nepal","Asia",2012,4.970497,27.501,56.981,422.9606
"6172","Pakistan","Asia",2012,132.672507,177.392,761.302,3605.8873
"6173","Philippines","Asia",2012,80.388577,96.017,568.38,1810.9887
"6174","Singapore","Asia",2012,45.95554,5.312,394.419,1075.5476
"6175","Sri Lanka","Asia",2012,16.062758,20.425,199.718,471.2075
"6176","Chinese Taipei","Asia",2012,246.553695,23.303,921.706,4460.337
"6177","Thailand","Asia",2012,238.956507,67.164,959.752,5283.5918
"6178","Viet Nam","Asia",2012,124.73766,88.809,427.26,2505.2172
"6179","Other Asia","Asia",2012,36.362727,48.768,202.78,722.9723
"6180","People's Rep. of China","China",2012,8620.577571,1350.695,14600.839,118007.8997
"6181","Hong Kong, China","China",2012,45.094101,7.155,352.923,597.1388
"6182","Argentina","Non-OECD Americas",2012,185.587031,42.095,688.768,3384.1547
"6183","Bolivia","Non-OECD Americas",2012,16.7289,10.239,58.113,320.0949
"6184","Brazil","Non-OECD Americas",2012,422.237242,202.402,2970.758,11795.8526
"6185","Colombia","Non-OECD Americas",2012,65.214727,46.881,543.859,1320.7284
"6186","Costa Rica","Non-OECD Americas",2012,6.838728,4.654,61.624,198.1335
"6187","Cuba","Non-OECD Americas",2012,30.519529,11.343,216.29,502.1096
"6188","Curaçao","Non-OECD Americas",2012,4.538272,0.152,1.642,85.2966
"6189","Dominican Republic","Non-OECD Americas",2012,20.413405,10.155,115.194,331.4644
"6190","Ecuador","Non-OECD Americas",2012,34.190011,15.419,155.945,515.1489
"6191","El Salvador","Non-OECD Americas",2012,6.015024,6.072,45.916,176.8974
"6192","Guatemala","Non-OECD Americas",2012,10.585586,15.369,103.225,463.5764
"6193","Haiti","Non-OECD Americas",2012,2.0812,10.289,15.977,170.4972
"6194","Honduras","Non-OECD Americas",2012,8.352603,7.736,34.475,214.5544
"6195","Jamaica","Non-OECD Americas",2012,6.872182,2.763,22.297,115.9587
"6196","Nicaragua","Non-OECD Americas",2012,4.434833,5.877,25.376,137.616
"6197","Panama","Non-OECD Americas",2012,9.761308,3.744,67.219,169.27
"6198","Paraguay","Non-OECD Americas",2012,5.042288,6.379,45.704,209.2154
"6199","Peru","Non-OECD Americas",2012,43.998978,30.159,320.84,935.58
"6200","Suriname","Non-OECD Americas",2012,2.005189,0.529,7.992,32.6408
"6201","Trinidad and Tobago","Non-OECD Americas",2012,22.043479,1.342,39.311,805.8564
"6202","Uruguay","Non-OECD Americas",2012,8.184485,3.397,61.494,194.1547
"6203","Venezuela","Non-OECD Americas",2012,168.747978,29.854,517.784,3058.8076
"6204","Other Non-OECD Americas","Non-OECD Americas",2012,17.98595,3.392,41.752,276.163
"6205","Bahrain","Middle East",2012,26.093783,1.334,52.603,527.7525
"6206","Islamic Rep. of Iran","Middle East",2012,512.180442,76.157,1234.823,9074.9797
"6207","Iraq","Middle East",2012,126.26559,32.958,469.692,1919.0024
"6208","Jordan","Middle East",2012,22.662696,6.994,70.198,328.668
"6209","Kuwait","Middle East",2012,77.415444,3.42,258.225,1441.5113
"6210","Lebanon","Middle East",2012,21.004871,4.924,72.094,300.3002
"6211","Oman","Middle East",2012,54.326419,3.545,146.045,991.1551
"6212","Qatar","Middle East",2012,70.843226,2.016,262.119,1594.7329
"6213","Saudi Arabia","Middle East",2012,463.33707,29.496,1411.158,8347.4558
"6214","Syrian Arab Republic","Middle East",2012,39.812998,19.979,93.304,640.2162
"6215","United Arab Emirates","Middle East",2012,168.372469,8.953,526.373,2701.791
"6216","Yemen","Middle East",2012,17.416632,24.883,90.379,250.5845
"6217","Canada","OECD Americas",2013,551.984428,35.155,1463.75,11339.0182
"6218","Chile","OECD Americas",2013,82.015036,17.64,360.367,1620.0337
"6219","Mexico","OECD Americas",2013,449.508941,118.395,1897.015,8034.4811
"6220","United States","OECD Americas",2013,5103.166926,316.796,15802.855,91243.5153
"6221","Australia","OECD Asia Oceania",2013,382.465043,23.338,1023.744,5295.8248
"6222","Israel","OECD Asia Oceania",2013,65.898649,8.056,246.984,936.4758
"6223","Japan","OECD Asia Oceania",2013,1229.606843,127.333,4438.388,19033.5685
"6224","Korea","OECD Asia Oceania",2013,572.184987,50.22,1642.735,11045.934
"6225","New Zealand","OECD Asia Oceania",2013,30.957044,4.46,145.878,808.7652
"6226","Austria","OECD Europe",2013,64.21006,8.477,363.463,1392.0922
"6227","Belgium","OECD Europe",2013,93.434688,11.105,445.4,2338.7389
"6228","Czech Republic","OECD Europe",2013,101.529471,10.511,291.741,1810.0087
"6229","Denmark","OECD Europe",2013,38.628764,5.613,245.019,717.8979
"6230","Estonia","OECD Europe",2013,18.862848,1.32,32.77,255.1213
"6231","Finland","OECD Europe",2013,49.538887,5.439,208.875,1393.6921
"6232","France","OECD Europe",2013,316.150178,65.927,2409.631,10600.6729
"6233","Germany","OECD Europe",2013,763.861863,80.646,3361.089,13297.4017
"6234","Greece","OECD Europe",2013,68.891657,10.965,255.638,976.9089
"6235","Hungary","OECD Europe",2013,40.16702,9.893,219.45,1000.28
"6236","Iceland","OECD Europe",2013,2.028085,0.324,13.167,246.4111
"6237","Ireland","OECD Europe",2013,34.408801,4.602,196.985,545.2293
"6238","Italy","OECD Europe",2013,337.485169,60.646,1997.117,6505.1072
"6239","Latvia","OECD Europe",2013,6.91104,2.013,41.901,181.7031
"6240","Luxembourg","OECD Europe",2013,9.776614,0.545,46.206,166.2451
"6241","Netherlands","OECD Europe",2013,155.717355,16.8,743.751,3238.1814
"6242","Norway","OECD Europe",2013,35.076122,5.08,297.111,1365.2841
"6243","Poland","OECD Europe",2013,292.126336,38.502,867.975,4086.6544
"6244","Portugal","OECD Europe",2013,43.732101,10.457,269.485,899.9615
"6245","Slovak Republic","OECD Europe",2013,31.775433,5.413,143.042,709.6181
"6246","Slovenia","OECD Europe",2013,14.218353,2.06,55.159,286.936
"6247","Spain","OECD Europe",2013,235.088088,46.593,1407.193,4903.3495
"6248","Sweden","OECD Europe",2013,37.552595,9.6,404.994,2068.1495
"6249","Switzerland","OECD Europe",2013,41.652913,8.089,433.7,1119.1365
"6250","Turkey","OECD Europe",2013,284.173562,75.774,1595.199,4892.2778
"6251","United Kingdom","OECD Europe",2013,445.966926,64.106,2351.158,7996.3389
"6252","Albania","Non-OECD Europe and Eurasia",2013,3.644976,2.897,28.501,97.1306
"6253","Armenia","Non-OECD Europe and Eurasia",2013,5.242272,2.992,21.909,121.4323
"6254","Azerbaijan","Non-OECD Europe and Eurasia",2013,29.454247,9.417,153.094,581.1445
"6255","Belarus","Non-OECD Europe and Eurasia",2013,58.243977,9.466,158.453,1142.0058
"6256","Bosnia and Herzegovina","Non-OECD Europe and Eurasia",2013,21.512422,3.824,35.102,270.2162
"6257","Bulgaria","Non-OECD Europe and Eurasia",2013,39.328523,7.265,114.71,708.4629
"6258","Croatia","Non-OECD Europe and Eurasia",2013,15.897828,4.256,80.923,353.484
"6259","Cyprus","Non-OECD Europe and Eurasia",2013,5.628371,0.866,25.735,80.8325
"6260","FYR of Macedonia","Non-OECD Europe and Eurasia",2013,7.861651,2.073,25.255,115.9229
"6261","Georgia","Non-OECD Europe and Eurasia",2013,6.685507,3.776,30.537,163.1757
"6262","Gibraltar","Non-OECD Europe and Eurasia",2013,0.498978,0.033,0.961,7.617
"6263","Kazakhstan","Non-OECD Europe and Eurasia",2013,249.150744,17.035,399.608,3414.0107
"6264","Kosovo","Non-OECD Europe and Eurasia",2013,8.309031,1.824,15.344,98.7057
"6265","Kyrgyzstan","Non-OECD Europe and Eurasia",2013,8.876345,5.72,17.487,165.3091
"6266","Lithuania","Non-OECD Europe and Eurasia",2013,10.865365,2.958,70.905,291.8293
"6267","Malta","Non-OECD Europe and Eurasia",2013,2.371267,0.423,12.104,32.2791
"6268","Republic of Moldova","Non-OECD Europe and Eurasia",2013,6.698231,3.559,15.893,128.5275
"6269","Montenegro","Non-OECD Europe and Eurasia",2013,2.270096,0.621,8.656,41.0764
"6270","Romania","Non-OECD Europe and Eurasia",2013,68.996883,19.984,353.468,1335.328
"6271","Russian Federation","Non-OECD Europe and Eurasia",2013,1513.566507,143.507,3200.819,30138.5864
"6272","Serbia","Non-OECD Europe and Eurasia",2013,45.437804,7.164,88.681,624.1833
"6273","Tajikistan","Non-OECD Europe and Eurasia",2013,2.660546,8.112,19.555,95.0309
"6274","Turkmenistan","Non-OECD Europe and Eurasia",2013,65.48564,5.24,69.591,1097.1477
"6275","Ukraine","Non-OECD Europe and Eurasia",2013,264.886871,45.49,372.599,4862.5308
"6276","Uzbekistan","Non-OECD Europe and Eurasia",2013,96.289561,30.243,148.221,1798.8445
"6277","Former Soviet Union (if no detail)","Non-OECD Europe and Eurasia",2013,NA,NA,NA,NA
"6278","Former Yugoslavia (if no detail)","Non-OECD Europe and Eurasia",2013,NA,NA,NA,NA
"6279","Algeria","Africa",2013,115.621093,38.186,497.792,1992.0638
"6280","Angola","Africa",2013,18.084407,23.448,157.547,581.5078
"6281","Benin","Africa",2013,4.447524,10.322,18.963,167.4636
"6282","Botswana","Africa",2013,5.398766,2.177,32.034,103.9542
"6283","Cameroon","Africa",2013,5.025174,22.211,59.728,279.8579
"6284","Congo","Africa",2013,2.536572,4.394,24.753,109.907
"6285","Côte d'Ivoire","Africa",2013,8.445673,21.622,61.98,566.4606
"6286","Dem. Rep. of Congo","Africa",2013,3.475086,72.553,47.868,1150.709
"6287","Egypt","Africa",2013,189.157135,87.614,862.711,3241.2783
"6288","Eritrea","Africa",2013,0.558273,4.999,7.303,33.477
"6289","Ethiopia","Africa",2013,8.511067,94.558,123.253,1965.397
"6290","Gabon","Africa",2013,3.317328,1.65,29.383,220.6656
"6291","Ghana","Africa",2013,13.649918,26.164,98.28,383.6083
"6292","Kenya","Africa",2013,11.699892,43.693,117.62,894.444
"6293","Libya","Africa",2013,48.192192,6.266,120.065,812.8671
"6294","Mauritius","Africa",2013,3.826845,1.259,21.276,57.6891
"6295","Morocco","Africa",2013,51.641655,33.453,235.31,787.8946
"6296","Mozambique","Africa",2013,2.954273,26.467,26.795,457.6805
"6297","Namibia","Africa",2013,3.435542,2.347,21.015,72.7162
"6298","Niger","Africa",2013,1.776876,18.359,15.775,119.6426
"6299","Nigeria","Africa",2013,61.808177,172.817,922.418,5608.3634
"6300","Senegal","Africa",2013,6.001002,14.221,30.529,155.4036
"6301","South Africa","Africa",2013,421.30838,53.312,649.8,5817.84
"6302","South Sudan","Africa",2013,1.474901,11.454,21.744,28.3509
"6303","Sudan","Africa",2013,13.338453,38.515,150.821,608.2894
"6304","United Rep. of Tanzania","Africa",2013,10.276579,50.213,111.584,1005.6594
"6305","Togo","Africa",2013,1.687452,6.929,8.799,134.489
"6306","Tunisia","Africa",2013,23.638359,11.006,114.847,436.2061
"6307","Zambia","Africa",2013,2.851955,15.246,53.075,404.0697
"6308","Zimbabwe","Africa",2013,11.759842,14.898,24.584,455.4898
"6309","Other Africa","Africa",2013,29.807847,196.319,344.728,2775.9395
"6310","Bangladesh","Asia",2013,59.692582,157.157,437.797,1420.2636
